,tweet_created_at,id_str,entity_user_mentions,con_id_str_list,con_id_str_list1,con_id_str_list2,full_conversation_ids,airline_contain_con,airline_contain_con_time,airline_reply_time,56377143
4249,2019-11-01 22:27:14,1.1903948952882258e+18,"('KLM', '56377143'),('Delta', '5920532')",['1.1903948952882258e+18'],['1.1903983036173312e+18'],[],"['1.1903948952882258e+18', '1.1903983036173312e+18']",['1.1903983036173312e+18'],['2019-11-01 22:40:46'],2019-11-01 22:40:46,13.533333333333333
4250,2019-11-01 23:06:39,1.1904048150476513e+18,"('KLM', '56377143')",['1.1904048150476513e+18'],"['1.1904065463306527e+18', '1.1904066581885501e+18']",[],"['1.1904048150476513e+18', '1.1904065463306527e+18', '1.1904066581885501e+18']",['1.1904065463306527e+18'],['2019-11-01 23:13:31'],2019-11-01 23:13:31,6.866666666666666
4251,2019-11-01 23:07:18,1.190404978382377e+18,"('KLM', '56377143')",['1.190404978382377e+18'],['1.19040578077798e+18'],[],"['1.190404978382377e+18', '1.19040578077798e+18']",['1.19040578077798e+18'],['2019-11-01 23:10:29'],2019-11-01 23:10:29,3.183333333333333
4253,2019-11-02 06:50:23,1.190521519312638e+18,"('KLM', '56377143'),('Delta', '5920532')",['1.190521519312638e+18'],['1.1905259594490634e+18'],[],"['1.190521519312638e+18', '1.1905259594490634e+18']",['1.1905259594490634e+18'],['2019-11-02 07:08:02'],2019-11-02 07:08:02,17.65
4254,2019-11-02 06:51:17,1.1905217464174264e+18,"('KLM', '56377143')",['1.1905217464174264e+18'],['1.1905265348487864e+18'],[],"['1.1905217464174264e+18', '1.1905265348487864e+18']",['1.1905265348487864e+18'],['2019-11-02 07:10:19'],2019-11-02 07:10:19,19.033333333333335
4255,2019-11-02 07:07:34,1.1905258429942047e+18,"('KLM', '56377143')",['1.1905258429942047e+18'],['1.1905278933335654e+18'],[],"['1.1905258429942047e+18', '1.1905278933335654e+18']",['1.1905278933335654e+18'],['2019-11-02 07:15:43'],2019-11-02 07:15:43,8.15
4257,2019-11-02 08:10:51,1.1905417666945065e+18,"('KLM', '56377143')",['1.1905417666945065e+18'],['1.1905440336319406e+18'],[],"['1.1905417666945065e+18', '1.1905440336319406e+18']",['1.1905440336319406e+18'],['2019-11-02 08:19:51'],2019-11-02 08:19:51,9.0
4258,2019-11-02 08:48:37,1.1905512749549527e+18,"('KLM', '56377143')",['1.1905512749549527e+18'],['1.1905526414216233e+18'],[],"['1.1905512749549527e+18', '1.1905526414216233e+18']",['1.1905526414216233e+18'],['2019-11-02 08:54:03'],2019-11-02 08:54:03,5.433333333333334
4259,2019-11-02 10:49:39,1.1905817331057664e+18,"('KLM', '56377143')",['1.1905817331057664e+18'],['1.1905842769889034e+18'],[],"['1.1905817331057664e+18', '1.1905842769889034e+18']",['1.1905842769889034e+18'],['2019-11-02 10:59:46'],2019-11-02 10:59:46,10.116666666666667
4260,2019-11-02 11:25:18,1.1905907049863168e+18,"('KLM', '56377143'),('KLM_UK', '19401532')",['1.1905907049863168e+18'],['1.1905921897867387e+18'],[],"['1.1905907049863168e+18', '1.1905921897867387e+18']",['1.1905921897867387e+18'],['2019-11-02 11:31:12'],2019-11-02 11:31:12,5.9
4261,2019-11-02 11:52:46,1.1905976150264996e+18,"('KLM', '56377143')",['1.1905976150264996e+18'],['1.1906002301038674e+18'],[],"['1.1905976150264996e+18', '1.1906002301038674e+18']",['1.1906002301038674e+18'],['2019-11-02 12:03:09'],2019-11-02 12:03:09,10.383333333333333
4263,2019-11-02 14:16:28,1.190633779733381e+18,"('KLM', '56377143')",['1.190633779733381e+18'],['1.1906364410528113e+18'],[],"['1.190633779733381e+18', '1.1906364410528113e+18']",['1.1906364410528113e+18'],['2019-11-02 14:27:03'],2019-11-02 14:27:03,10.583333333333334
4266,2019-11-02 15:53:48,1.190658272317059e+18,"('KLM', '56377143')",['1.190658272317059e+18'],['1.1906591966410424e+18'],[],"['1.190658272317059e+18', '1.1906591966410424e+18']",['1.1906591966410424e+18'],['2019-11-02 15:57:28'],2019-11-02 15:57:28,3.6666666666666665
4268,2019-11-02 17:31:48,1.190682937261511e+18,"('KLM', '56377143')",['1.1906829372615107e+18'],"['1.1906849572382884e+18', '1.190685056056144e+18', '1.190685156933329e+18']",[],"['1.1906829372615107e+18', '1.1906849572382884e+18', '1.190685056056144e+18', '1.190685156933329e+18']","['1.190685156933329e+18', '1.1906849572382884e+18', '1.190685056056144e+18']","['2019-11-02 17:40:37', '2019-11-02 17:39:50', '2019-11-02 17:40:13']",2019-11-02 17:40:37,8.816666666666666
4273,2019-11-02 22:24:21,1.190756559304958e+18,"('KLM', '56377143'),('EdinburghAirpo1', '911453491385815041')",['1.190756559304958e+18'],"['1.1907577786437263e+18', '1.1907578392765317e+18']",[],"['1.190756559304958e+18', '1.1907577786437263e+18', '1.1907578392765317e+18']","['1.1907577786437263e+18', '1.1907578392765317e+18']","['2019-11-02 22:29:12', '2019-11-02 22:29:26']",2019-11-02 22:29:12,4.85
4275,2019-11-03 02:05:07,1.1908121169297613e+18,"('KLM', '56377143')",['1.1908121169297613e+18'],['1.19081552726818e+18'],[],"['1.1908121169297613e+18', '1.19081552726818e+18']",['1.19081552726818e+18'],['2019-11-03 02:18:40'],2019-11-03 02:18:40,13.55
4276,2019-11-03 05:15:06,1.1908599282039112e+18,"('Delta', '5920532'),('KLM', '56377143')",['1.1908599282039112e+18'],['1.1908608001661706e+18'],[],"['1.1908599282039112e+18', '1.1908608001661706e+18']",['1.1908608001661706e+18'],['2019-11-03 05:18:34'],2019-11-03 05:18:34,3.466666666666667
4277,2019-11-03 06:36:28,1.1908804033783237e+18,"('KLM', '56377143')",['1.1908804033783235e+18'],['1.190881718921773e+18'],[],"['1.1908804033783235e+18', '1.190881718921773e+18']",['1.190881718921773e+18'],['2019-11-03 06:41:41'],2019-11-03 06:41:41,5.216666666666667
4279,2019-11-03 07:49:20,1.1908987403846738e+18,"('KLM', '56377143')",['1.1908987403846738e+18'],['1.19089998220911e+18'],[],"['1.1908987403846738e+18', '1.19089998220911e+18']",['1.19089998220911e+18'],['2019-11-03 07:54:16'],2019-11-03 07:54:16,4.933333333333334
4282,2019-11-03 09:42:54,1.1909273200534075e+18,"('KLM', '56377143')",['1.1909273200534077e+18'],['1.1909323531846e+18'],[],"['1.1909273200534077e+18', '1.1909323531846e+18']",['1.1909323531846e+18'],['2019-11-03 10:02:54'],2019-11-03 10:02:54,20.0
4283,2019-11-03 10:21:18,1.1909369859150684e+18,"('KLM', '56377143')",['1.1909369859150684e+18'],['1.1909382599138836e+18'],[],"['1.1909369859150684e+18', '1.1909382599138836e+18']",['1.1909382599138836e+18'],['2019-11-03 10:26:22'],2019-11-03 10:26:22,5.066666666666666
4284,2019-11-03 10:43:40,1.1909426151030497e+18,"('KLM', '56377143')",['1.1909426151030497e+18'],"['1.1909482504189256e+18', '1.1909486653949133e+18', '1.1909487431656858e+18']",[],"['1.1909426151030497e+18', '1.1909482504189256e+18', '1.1909486653949133e+18', '1.1909487431656858e+18']","['1.1909482504189256e+18', '1.1909487431656858e+18', '1.1909486653949133e+18']","['2019-11-03 11:06:04', '2019-11-03 11:08:01', '2019-11-03 11:07:43']",2019-11-03 11:06:04,22.4
4286,2019-11-03 12:20:20,1.1909669419823063e+18,"('KLM', '56377143')",['1.1909669419823063e+18'],['1.1909691750046474e+18'],[],"['1.1909669419823063e+18', '1.1909691750046474e+18']",['1.1909691750046474e+18'],['2019-11-03 12:29:13'],2019-11-03 12:29:13,8.883333333333333
4287,2019-11-03 12:21:07,1.190967139613782e+18,"('KLM', '56377143'),('Schiphol', '8279892')",['1.190967139613782e+18'],['1.1909696928878838e+18'],[],"['1.190967139613782e+18', '1.1909696928878838e+18']",['1.1909696928878838e+18'],['2019-11-03 12:31:16'],2019-11-03 12:31:16,10.15
4288,2019-11-03 13:00:27,1.1909770385529037e+18,"('KLM', '56377143')",['1.1909770385529037e+18'],['1.1909809396876452e+18'],[],"['1.1909770385529037e+18', '1.1909809396876452e+18']",['1.1909809396876452e+18'],['2019-11-03 13:15:58'],2019-11-03 13:15:58,15.51666666666667
4289,2019-11-03 16:37:00,1.191031533672391e+18,"('KLM', '56377143')",['1.1910315336723907e+18'],['1.191032986566828e+18'],[],"['1.1910315336723907e+18', '1.191032986566828e+18']",['1.191032986566828e+18'],['2019-11-03 16:42:46'],2019-11-03 16:42:46,5.766666666666667
4290,2019-11-03 17:06:04,1.191038847360131e+18,"('KLM_DE', '37612235'),('KLM', '56377143')",['1.191038847360131e+18'],['1.1910396033289216e+18'],[],"['1.191038847360131e+18', '1.1910396033289216e+18']",['1.1910396033289216e+18'],['2019-11-03 17:09:04'],2019-11-03 17:09:04,3.0
4294,2019-11-03 21:53:26,1.191111166044627e+18,"('KLM', '56377143')",['1.191111166044627e+18'],"['1.1911174868691558e+18', '1.1911175720050852e+18', '1.1911176590117888e+18']",[],"['1.191111166044627e+18', '1.1911174868691558e+18', '1.1911175720050852e+18', '1.1911176590117888e+18']","['1.1911175720050852e+18', '1.1911174868691558e+18', '1.1911176590117888e+18']","['2019-11-03 22:18:53', '2019-11-03 22:18:33', '2019-11-03 22:19:14']",2019-11-03 22:18:53,25.45
4299,2019-11-04 06:35:26,1.191242530399998e+18,"('KLM', '56377143')",['1.191242530399998e+18'],['1.191246433078395e+18'],[],"['1.191242530399998e+18', '1.191246433078395e+18']",['1.191246433078395e+18'],['2019-11-04 06:50:56'],2019-11-04 06:50:56,15.500000000000002
4301,2019-11-04 07:58:29,1.1912634323241329e+18,"('KLM', '56377143')",['1.1912634323241329e+18'],['1.1912654882880758e+18'],[],"['1.1912634323241329e+18', '1.1912654882880758e+18']",['1.1912654882880758e+18'],['2019-11-04 08:06:39'],2019-11-04 08:06:39,8.166666666666668
4302,2019-11-04 10:28:41,1.1913012329856246e+18,"('KLM', '56377143')",['1.1913012329856246e+18'],['1.1913035069568205e+18'],[],"['1.1913012329856246e+18', '1.1913035069568205e+18']",['1.1913035069568205e+18'],['2019-11-04 10:37:44'],2019-11-04 10:37:44,9.05
4303,2019-11-04 10:37:47,1.191303519820632e+18,"('KLM', '56377143')",['1.191303519820632e+18'],"['1.191305829695275e+18', '1.1913060659268567e+18']",[],"['1.191303519820632e+18', '1.191305829695275e+18', '1.1913060659268567e+18']","['1.191305829695275e+18', '1.1913060659268567e+18']","['2019-11-04 10:46:57', '2019-11-04 10:47:54']",2019-11-04 10:46:57,9.166666666666666
4304,2019-11-04 11:01:13,1.1913094181992243e+18,"('KLM', '56377143')",['1.1913094181992243e+18'],['1.1913105274247946e+18'],[],"['1.1913094181992243e+18', '1.1913105274247946e+18']",['1.1913105274247946e+18'],['2019-11-04 11:05:37'],2019-11-04 11:05:37,4.4
4306,2019-11-04 13:07:45,1.1913412621479035e+18,"('KLM', '56377143')",['1.1913412621479035e+18'],['1.191342410732888e+18'],[],"['1.1913412621479035e+18', '1.191342410732888e+18']",['1.191342410732888e+18'],['2019-11-04 13:12:19'],2019-11-04 13:12:19,4.566666666666666
4308,2019-11-04 15:49:54,1.1913820678604431e+18,"('KLM', '56377143')",['1.1913820678604431e+18'],['1.1913845636516127e+18'],[],"['1.1913820678604431e+18', '1.1913845636516127e+18']",['1.1913845636516127e+18'],['2019-11-04 15:59:49'],2019-11-04 15:59:49,9.916666666666666
4309,2019-11-04 16:28:15,1.191391720417747e+18,"('KLM', '56377143')",['1.191391720417747e+18'],['1.1913930826227876e+18'],[],"['1.191391720417747e+18', '1.1913930826227876e+18']",['1.1913930826227876e+18'],['2019-11-04 16:33:40'],2019-11-04 16:33:40,5.416666666666667
4311,2019-11-04 17:50:33,1.1914124307919462e+18,"('KLM', '56377143')",['1.1914124307919462e+18'],['1.191417103040934e+18'],[],"['1.1914124307919462e+18', '1.191417103040934e+18']",['1.191417103040934e+18'],['2019-11-04 18:09:07'],2019-11-04 18:09:07,18.566666666666666
4312,2019-11-04 18:30:12,1.1914224087265894e+18,"('KLM', '56377143')",['1.1914224087265894e+18'],['1.1914235849227346e+18'],[],"['1.1914224087265894e+18', '1.1914235849227346e+18']",['1.1914235849227346e+18'],['2019-11-04 18:34:52'],2019-11-04 18:34:52,4.666666666666667
4316,2019-11-04 23:12:48,1.1914935277604536e+18,"('KLM', '56377143')",['1.1914935277604536e+18'],"['1.19149484302712e+18', '1.1914948973642752e+18']",[],"['1.1914935277604536e+18', '1.19149484302712e+18', '1.1914948973642752e+18']","['1.19149484302712e+18', '1.1914948973642752e+18']","['2019-11-04 23:18:02', '2019-11-04 23:18:15']",2019-11-04 23:18:02,5.233333333333333
4317,2019-11-04 23:51:15,1.191503205701759e+18,"('KLM', '56377143')",['1.191503205701759e+18'],['1.191509976721834e+18'],[],"['1.191503205701759e+18', '1.191509976721834e+18']",['1.191509976721834e+18'],['2019-11-05 00:18:10'],2019-11-05 00:18:10,26.916666666666668
4328,2019-11-05 10:21:16,1.1916617532031508e+18,"('KLM', '56377143')",['1.1916617532031508e+18'],['1.1916675639919124e+18'],[],"['1.1916617532031508e+18', '1.1916675639919124e+18']",['1.1916675639919124e+18'],['2019-11-05 10:44:22'],2019-11-05 10:44:22,23.1
4329,2019-11-05 10:45:01,1.191667731436847e+18,"('KLM', '56377143')",['1.191667731436847e+18'],['1.191670886178394e+18'],[],"['1.191667731436847e+18', '1.191670886178394e+18']",['1.191670886178394e+18'],['2019-11-05 10:57:34'],2019-11-05 10:57:34,12.55
4331,2019-11-05 12:47:55,1.1916986598402744e+18,"('KLM', '56377143')",['1.1916986598402744e+18'],['1.191701814137303e+18'],[],"['1.1916986598402744e+18', '1.191701814137303e+18']",['1.191701814137303e+18'],['2019-11-05 13:00:27'],2019-11-05 13:00:27,12.533333333333333
4333,2019-11-05 13:29:10,1.1917090390272164e+18,"('KLM', '56377143'),('KLM_UK', '19401532')",['1.1917090390272164e+18'],['1.1917121714844303e+18'],[],"['1.1917090390272164e+18', '1.1917121714844303e+18']",['1.1917121714844303e+18'],['2019-11-05 13:41:37'],2019-11-05 13:41:37,12.45
4334,2019-11-05 13:35:50,1.1917107189214577e+18,"('KLM', '56377143')",['1.1917107189214577e+18'],['1.1917134692524728e+18'],[],"['1.1917107189214577e+18', '1.1917134692524728e+18']",['1.1917134692524728e+18'],['2019-11-05 13:46:46'],2019-11-05 13:46:46,10.933333333333334
4338,2019-11-05 14:25:57,1.1917233293187686e+18,"('KLM', '56377143')",['1.1917233293187686e+18'],['1.1917247464399053e+18'],[],"['1.1917233293187686e+18', '1.1917247464399053e+18']",['1.1917247464399053e+18'],['2019-11-05 14:31:35'],2019-11-05 14:31:35,5.633333333333334
4341,2019-11-05 17:06:43,1.191763786174288e+18,"('KLM', '56377143')",['1.191763786174288e+18'],['1.1917646353320223e+18'],[],"['1.191763786174288e+18', '1.1917646353320223e+18']",['1.1917646353320223e+18'],['2019-11-05 17:10:05'],2019-11-05 17:10:05,3.3666666666666667
4347,2019-11-06 08:57:56,1.19200317088666e+18,"('KLM', '56377143')",['1.19200317088666e+18'],['1.1920062912140288e+18'],[],"['1.19200317088666e+18', '1.1920062912140288e+18']",['1.1920062912140288e+18'],['2019-11-06 09:10:20'],2019-11-06 09:10:20,12.4
4349,2019-11-06 11:54:43,1.1920476573275054e+18,"('KLM', '56377143')",['1.1920476573275054e+18'],['1.1920522570654884e+18'],[],"['1.1920476573275054e+18', '1.1920522570654884e+18']",['1.1920522570654884e+18'],['2019-11-06 12:13:00'],2019-11-06 12:13:00,18.283333333333335
4350,2019-11-06 12:01:27,1.192049351444566e+18,"('KLM', '56377143')",['1.192049351444566e+18'],"['1.1920570409586074e+18', '1.1920571537266156e+18', '1.1920572203908874e+18']",[],"['1.192049351444566e+18', '1.1920570409586074e+18', '1.1920571537266156e+18', '1.1920572203908874e+18']","['1.1920572203908874e+18', '1.1920571537266156e+18', '1.1920570409586074e+18']","['2019-11-06 12:32:43', '2019-11-06 12:32:27', '2019-11-06 12:32:00']",2019-11-06 12:32:43,31.26666666666667
4351,2019-11-06 14:32:48,1.192087440233812e+18,"('KLM', '56377143')",['1.192087440233812e+18'],['1.1920902488740209e+18'],[],"['1.192087440233812e+18', '1.1920902488740209e+18']",['1.1920902488740209e+18'],['2019-11-06 14:43:57'],2019-11-06 14:43:57,11.15
4352,2019-11-06 14:34:21,1.1920878306270495e+18,"('KLM', '56377143')",['1.1920878306270495e+18'],['1.1920906704141558e+18'],[],"['1.1920878306270495e+18', '1.1920906704141558e+18']",['1.1920906704141558e+18'],['2019-11-06 14:45:38'],2019-11-06 14:45:38,11.283333333333333
4353,2019-11-06 15:27:15,1.1921011443377562e+18,"('KLM', '56377143')",['1.1921011443377562e+18'],['1.19210235199957e+18'],[],"['1.1921011443377562e+18', '1.19210235199957e+18']",['1.19210235199957e+18'],['2019-11-06 15:32:03'],2019-11-06 15:32:03,4.8
4355,2019-11-06 17:10:11,1.192127047931515e+18,"('KLM', '56377143')",['1.192127047931515e+18'],['1.1921316273480376e+18'],[],"['1.192127047931515e+18', '1.1921316273480376e+18']",['1.1921316273480376e+18'],['2019-11-06 17:28:23'],2019-11-06 17:28:23,18.2
4356,2019-11-06 17:16:33,1.19212865130906e+18,"('KLM', '56377143')",['1.19212865130906e+18'],"['1.1921344119003382e+18', '1.1921345854774764e+18', '1.192134788364288e+18']",[],"['1.19212865130906e+18', '1.1921344119003382e+18', '1.1921345854774764e+18', '1.192134788364288e+18']","['1.1921344119003382e+18', '1.192134788364288e+18', '1.1921345854774764e+18']","['2019-11-06 17:39:27', '2019-11-06 17:40:56', '2019-11-06 17:40:08']",2019-11-06 17:39:27,22.9
4357,2019-11-06 17:34:16,1.192133110181376e+18,"('KLM', '56377143')",['1.192133110181376e+18'],['1.1921364243567657e+18'],[],"['1.192133110181376e+18', '1.1921364243567657e+18']",['1.1921364243567657e+18'],['2019-11-06 17:47:27'],2019-11-06 17:47:27,13.183333333333334
4359,2019-11-06 18:21:48,1.1921450706209137e+18,"('KLM', '56377143')",['1.1921450706209137e+18'],['1.192147210701607e+18'],[],"['1.1921450706209137e+18', '1.192147210701607e+18']",['1.192147210701607e+18'],['2019-11-06 18:30:18'],2019-11-06 18:30:18,8.500000000000002
4361,2019-11-06 19:52:24,1.192167868877693e+18,"('KLM', '56377143')",['1.192167868877693e+18'],['1.1921716674575278e+18'],[],"['1.192167868877693e+18', '1.1921716674575278e+18']",['1.1921716674575278e+18'],['2019-11-06 20:07:29'],2019-11-06 20:07:29,15.083333333333334
4362,2019-11-06 20:00:58,1.192170025731461e+18,"('KLM', '56377143'),('KLM_UK', '19401532')",['1.192170025731461e+18'],['1.1921738945993974e+18'],[],"['1.192170025731461e+18', '1.1921738945993974e+18']",['1.1921738945993974e+18'],['2019-11-06 20:16:20'],2019-11-06 20:16:20,15.366666666666669
4364,2019-11-06 20:09:11,1.1921720956246958e+18,"('FerryCorsten', '19388771'),('KLM', '56377143')",['1.1921720956246958e+18'],['1.192176277320618e+18'],[],"['1.1921720956246958e+18', '1.192176277320618e+18']",['1.192176277320618e+18'],['2019-11-06 20:25:48'],2019-11-06 20:25:48,16.616666666666667
4365,2019-11-06 20:38:47,1.1921795425483694e+18,"('KLM', '56377143'),('Delta', '5920532')",['1.1921795425483694e+18'],['1.1921813683583468e+18'],[],"['1.1921795425483694e+18', '1.1921813683583468e+18']",['1.1921813683583468e+18'],['2019-11-06 20:46:02'],2019-11-06 20:46:02,7.25
4366,2019-11-07 08:07:02,1.1923527492472545e+18,"('KLM', '56377143')",['1.1923527492472545e+18'],['1.1923535617425777e+18'],[],"['1.1923527492472545e+18', '1.1923535617425777e+18']",['1.1923535617425777e+18'],['2019-11-07 08:10:16'],2019-11-07 08:10:16,3.2333333333333334
4369,2019-11-07 09:06:27,1.1923677014250414e+18,"('KLM', '56377143'),('Schiphol', '8279892')",['1.1923677014250414e+18'],['1.1923697151524086e+18'],[],"['1.1923677014250414e+18', '1.1923697151524086e+18']",['1.1923697151524086e+18'],['2019-11-07 09:14:27'],2019-11-07 09:14:27,8.000000000000002
4370,2019-11-07 09:38:54,1.19237586661913e+18,"('KLM', '56377143')",['1.1923758666191299e+18'],['1.1923784721082982e+18'],[],"['1.1923758666191299e+18', '1.1923784721082982e+18']",['1.1923784721082982e+18'],['2019-11-07 09:49:15'],2019-11-07 09:49:15,10.35
4372,2019-11-07 12:22:06,1.1924169390098104e+18,"('KLM', '56377143')",['1.1924169390098104e+18'],['1.1924192446817034e+18'],[],"['1.1924169390098104e+18', '1.1924192446817034e+18']",['1.1924192446817034e+18'],['2019-11-07 12:31:16'],2019-11-07 12:31:16,9.166666666666666
4374,2019-11-07 13:06:53,1.192428208878162e+18,"('KLM', '56377143')",['1.192428208878162e+18'],['1.1924290462541783e+18'],[],"['1.192428208878162e+18', '1.1924290462541783e+18']",['1.1924290462541783e+18'],['2019-11-07 13:10:13'],2019-11-07 13:10:13,3.3333333333333335
4375,2019-11-07 14:04:39,1.1924427437646152e+18,"('KLM', '56377143')",['1.1924427437646152e+18'],['1.192447120198054e+18'],[],"['1.1924427437646152e+18', '1.192447120198054e+18']",['1.192447120198054e+18'],['2019-11-07 14:22:02'],2019-11-07 14:22:02,17.383333333333333
4377,2019-11-07 16:04:00,1.192472780211655e+18,"('KLM', '56377143')",['1.1924727802116547e+18'],['1.1924789871524946e+18'],[],"['1.1924727802116547e+18', '1.1924789871524946e+18']",['1.1924789871524946e+18'],['2019-11-07 16:28:40'],2019-11-07 16:28:40,24.666666666666668
